Date,Medicine name,Form of medicine,Medicine Description,Medicine Class,Qty,Whole sale pharmacy,Exp date,MRP,buying disc (%),final buying price,Pharma Company,Profit margin
17/01/2025,P 40 DSR,capsule,treats acid reflux and indigestion.,Antacid,2,Zaman Medicine Agency,09/25,175,90.29,17,Cachet Pharmaceuticals Pvt Ltd,0.9028571429
17/01/2025,Supra power 4G,capsule,nutritional supplement.,Nutritional supplement,1,Zaman Medicine Agency,08/26,240,81.25,45,Innovative Pharma,0.8125
17/01/2025,Walyte P 4.2G,powder,retrieves electrolytes in body fluid.,ORS,10,Zaman Medicine Agency,07/27,5.07,30.18,3.54,Wallace Pharmaceuticals Pvt Ltd,0.3017751479
21/11/2024,Voveran Plus,tablet,helps in relieving pain.,NSAIDs / Analgesics,2,Zaman Medicine Agency,12/25,71.25,21.84,55.69,Novartis India Ltd,0.2183859649
21/11/2024,Cetritreat LM,tablet,antihistamine that effectively alleviates symptoms associated with allergic conditions.,Cold & Allergy Medicine,6,Zaman Medicine Agency,10/25,110,84.73,16.8,Smartway Wellness,0.8472727273
21/11/2024,Step Up liquid,liquid,"treats allergic conditions,Vertigo,Appetite stimulant,Morning sickness etc.",Cold & Allergy Medicine,1,Zaman Medicine Agency,01/27,165,27.24,120.05,Emcee Pharmaceuticals Pvt Ltd,0.2724242424
21/11/2024,Pyrigesic,drop,relieves pain and fever.,NSAIDs / Analgesics,2,Zaman Medicine Agency,06/26,30.1,29.50,21.22,East India Pharmaceutical Works Ltd,0.2950166113
21/11/2024,Dicoliv gel,gel,"effective pain relief in sprains and strains, inflammation.",NSAIDs / Analgesics,5,Zaman Medicine Agency,10/25,37.95,73.65,10,Ind Swift Laboratories Ltd,0.7364953887
21/11/2024,P 500,tablet,relieve pain and fever.,NSAIDs / Analgesics,10,Zaman Medicine Agency,07/27,15.12,28.84,10.76,Apex Laboratories Pvt Ltd,0.2883597884
21/11/2024,P 250,tablet,relieve pain and fever.,NSAIDs / Analgesics,2,Zaman Medicine Agency,06/27,17.4,22.36,13.51,Apex Laboratories Pvt Ltd,0.2235632184
21/11/2024,Megamentin 625,tablet,antibiotics to treat various bacterial infections.,Antibiotics,2,Zaman Medicine Agency,12/24,223.4,66.42,75.01,Intas Pharmaceuticals Ltd,0.6642345568
21/11/2024,Kofset softgel,capsule,relieves cough.,Cough Syrup,2,Zaman Medicine Agency,02/26,54,62.96,20,Amwin Pharmaceuticals,0.6296296296
21/11/2024,Calpol 650 mg,tablet,relieves fever and pain.,NSAIDs / Analgesics,6,Zaman Medicine Agency,06/26,33.6,30.15,23.47,Glaxo SmithKline Pharmaceuticals Ltd,0.3014880952
21/11/2024,Parasafe 650,tablet,relieves fever and pain.,NSAIDs / Analgesics,2,Zaman Medicine Agency,08/27,33.76,30.12,23.59,Strassenburg Pharmaceuticals.Ltd,0.3012440758
21/11/2024,Zanocin plus,tablet,used to treat various types of bacterial infections.,Antibiotics,2,Zaman Medicine Agency,06/26,185,28.86,131.6,Sun Pharmaceutical Industries Ltd,0.2886486486
21/11/2024,Elosone-HT cream,cream,treats melasma (dark spots on skin).,Steroids,2,Zaman Medicine Agency,02/26,135,76.29,32.01,Leeford Healthcare Ltd,0.7628888889
21/11/2024,Dermiford,cream,treat bacterial and fungal infections in skin.,Antifungals,1,Zaman Medicine Agency,06/26,100,72.00,28,Leeford Healthcare Ltd,0.72
21/11/2024,KZ lotion,cream,an antifungal medicine.,Antifungals,1,Zaman Medicine Agency,08/26,305,22.40,236.68,Hegde and Hegde Pharmaceutical LLP,0.224
21/11/2024,Vasograin,tablet,prevent and treat migraine.,Antimigraine Agents,1,Zaman Medicine Agency,06/26,211.4,22.39,164.06,Cadila Pharmaceuticals Ltd,0.223935667
21/11/2024,Monotax O 200,tablet,antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,2,Zaman Medicine Agency,03/26,151,35.33,97.65,Zydus Healthcare Limited,0.3533112583
21/11/2024,Monotax CV 200,tablet,antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,2,Zaman Medicine Agency,09/25,272,35.29,176.01,Zydus Healthcare Limited,0.3529044118
21/11/2024,xone-o,tablet,used to treat various types of bacterial infections.,Antibiotics,1,Zaman Medicine Agency,01/26,308,22.40,239,Alkem Laboratories Ltd,0.224025974
21/11/2024,Stiloz 100,tablet,treats pain in legs due to insufficient blood flow.,Neuropathy Agents,1,Zaman Medicine Agency,06/26,692,19.94,554,Integrace Pvt Ltd,0.1994219653
22/11/2024,Taxim injection,injection,an antibiotic medicine used to treat bacterial infections in the body.,Antibiotics,6,Zaman Medicine Agency,02/26,44.75,30.19,31.24,Alkem Laboratories Ltd,0.3018994413
22/11/2024,Biogesic-AP,syrup,"short term relief of pain, inflammation, and swelling in joints and muscles.",NSAIDs / Analgesics,3,Zaman Medicine Agency,04/26,80.15,75.05,20,Biochem Pharmaceutical Industries,0.7504678727
22/11/2024,Acemiz Plus,tablet,"short term relief of pain, inflammation, and swelling in joints and muscles.",NSAIDs / Analgesics,6,Zaman Medicine Agency,03/26,99.5,84.92,15,Lupin Ltd,0.8492462312
22/11/2024,Delpocure 100,syrup,an antibiotic that stops bacterial growth.,Antibiotics,1,Zaman Medicine Agency,11/25,184.8,28.72,131.72,Delcure Life Sciences,0.2872294372
22/11/2024,Moxclav DS,syrup,antibiotic medicine that helps treat bacterial infections.,Antibiotics,2,Zaman Medicine Agency,05/26,159,35.33,102.82,Sun Pharmaceutical Industries Ltd,0.3533333333
22/11/2024,Moxclav drop,drop,antibiotic medicine that helps treat bacterial infections.,Antibiotics,2,Zaman Medicine Agency,11/25,101,22.40,78.38,Sun Pharmaceutical Industries Ltd,0.223960396
22/11/2024,Moxclav BD syp,syrup,antibiotic medicine that helps treat bacterial infections.,Antibiotics,2,Zaman Medicine Agency,11/25,62.53,16.20,52.4,Sun Pharmaceutical Industries Ltd,0.1620022389
22/11/2024,Ambrodil S,syrup,used in the treatment of cough.,Cough Syrup,2,Zaman Medicine Agency,01/27,36.15,27.99,26.03,Aristo Pharmaceuticals Pvt Ltd,0.279944675
27/01/2025,O2 suspension,syrup,antibiotic medicine that is effective against a wide range of bacterial and parasitic infections.,Antibiotics,2,Zaman Medicine Agency,08/27,75.5,35.34,48.82,Medley Pharmaceuticals,0.3533774834
27/01/2025,O2 tablet,tablet,antibiotic medicine that is effective against a wide range of bacterial and parasitic infections.,Antibiotics,1,Zaman Medicine Agency,07/28,189,30.15,132.01,Medley Pharmaceuticals,0.3015343915
27/01/2025,Taxim O 200,tablet,antibiotic used to treat a variety of bacterial infections.,Antibiotics,1,Zaman Medicine Agency,07/26,109.49,22.40,84.96,Alkem Laboratories Ltd,0.224038725
27/01/2025,Metrogyl 400,tablet,antibiotic prevent an infection after surgery.,Antibiotics,3,Zaman Medicine Agency,08/28,34.04,15.51,28.76,J B Chemicals and Pharmaceuticals Ltd,0.1551116334
27/01/2025,Deviry 10,tablet,contains progesterone that is important in the regulation of ovulation and menstruation.,Progestin,2,Zaman Medicine Agency,06/27,69.88,22.32,54.28,Torrent Pharmaceuticals Ltd,0.2232398397
27/01/2025,Candid CL suppository,tablet,treat various types of vaginal infections.,Antifungals,1,Zaman Medicine Agency,07/26,174,22.41,135.01,Glenmark Pharmaceuticals Ltd,0.2240804598
27/01/2025,Pause 500,tablet,prevent or reduce heavy bleeding post surgery and in conditions such as heavy periods.,Anticoagulants,1,Zaman Medicine Agency,08/28,194.67,22.40,151.07,Emcure Pharmaceuticals Ltd,0.2239687677
27/01/2025,Neopeptine,syrup,boosts digestive system.,Nutritional supplement,1,Zaman Medicine Agency,01/26,132,22.39,102.44,Raptakos Brett & Co Ltd,0.2239393939
27/01/2025,Metrogyl DG,gel,treatment of mouth infection.,Antibiotics,1,Zaman Medicine Agency,01/26,74.76,22.39,58.02,J B Chemicals and Pharmaceuticals Ltd,0.2239165329
27/01/2025,Omee D,capsule,treats acid reflux.,Antacid,3,Zaman Medicine Agency,04/26,190,84.21,30,Alkem Laboratories Ltd,0.8421052632
27/01/2025,Vitanova D3,drop,treats vitamin D deficiency and osteoporosis.,Nutritional supplement,1,Zaman Medicine Agency,02/26,110.35,30.02,77.22,Zuventus Healthcare Ltd,0.3002265519
27/01/2025,Criz-M,syrup,"treats allergic symptoms such as runny nose, stuffy nose, sneezing etc.",Cold & Allergy Medicine,1,Zaman Medicine Agency,10/26,106,30.15,74.04,Alkem Laboratories Ltd,0.301509434
27/01/2025,ZN 20,drop,treat and prevent zinc deficiency.,Nutritional supplement,1,Zaman Medicine Agency,07/26,103,22.41,79.92,Wallace Pharmaceuticals Pvt Ltd,0.2240776699
27/01/2025,Rantac RD,capsule,treats acid reflux.,Antacid,1,Zaman Medicine Agency,04/26,56.98,30.17,39.79,J B Chemicals and Pharmaceuticals Ltd,0.3016848017
27/01/2025,Crixan,syrup,an antibiotic medication.,Antibiotics,1,Zaman Medicine Agency,10/26,154.56,21.60,121.17,Sun Pharmaceutical Industries Ltd,0.2160326087
27/01/2025,Zocef Dry,syrup,"treats bacterial infections of the ear, nose, throat, lungs, skin etc.",Antibiotics,1,Zaman Medicine Agency,01/26,173.78,22.40,134.85,Alkem Laboratories Ltd,0.2240188744
24/01/2025,Nilmil moong dal,baby food,an ideal complimentary food for infants.,Infant Nutrition / Baby Food,1,A.A.Medical Agency,02/26,288,10.00,259.21,A.C.P,0.09996527778
24/01/2025,Betadine Lotion,antiseptic solution,an antiseptic and disinfectant lotion.,Antiseptics,1,A.A.Medical Agency,10/26,107.52,17.68,88.51,Win-Medicare Pvt Ltd,0.1768043155
19/01/2025,Pantolup DSR,capsule,treats acid reflux.,Antacid,3,Zaman Medicine Agency,02/26,125.9,84.11,20,Lupin Ltd,0.8411437649
19/01/2025,Rzole DSR,capsule,treats acid reflux.,Antacid,5,Zaman Medicine Agency,09/25,105.87,83.94,17,Abbott,0.8394257108
19/01/2025,Cosvate GM,cream,treats skin infections caused by bacteria and fungi.,Antifungals,3,Zaman Medicine Agency,09/27,38.93,22.37,30.22,Oaknet Healthcare Pvt Ltd,0.2237349088
19/01/2025,Betnovate GM,cream,treats skin infections caused by bacteria and fungi.,Antifungals,2,Zaman Medicine Agency,11/25,45,21.98,35.11,Glaxo SmithKline Pharmaceuticals Ltd,0.2197777778
19/01/2025,Ivrea,shampoo,help support scalp care.,Hair Care,1,Zaman Medicine Agency,03/25,123.5,11.27,109.58,Ajanta Pharma Ltd,0.1127125506
19/01/2025,Forcef CV,tablet,"treat bacterial infections such as ear, sinus, throat etc.",Antibiotics,1,Zaman Medicine Agency,03/26,502,35.33,324.63,Aristo Pharmaceuticals Pvt Ltd,0.3533266932
23/10/2024,Pan D,capsule,treats acidity and acid reflux.,Antacid,1,Sarkar Medicine Agency,03/26,231,23.20,177.41,Alkem Laboratories Ltd,0.231991342
23/10/2024,Sorbiline syrup,syrup,"helps to reduce cholesterol levels, thereby improving overall health of the liver.",Lipid-Lowering Agents,1,Sarkar Medicine Agency,03/27,168,28.65,119.87,Franco-Indian Pharmaceuticals Pvt Ltd,0.2864880952
23/10/2024,Hepamerz,tablet,used in the treatment of liver disease.,Hepatoprotective Agents,1,Sarkar Medicine Agency,12/25,267,22.40,207.19,Win-Medicare Pvt Ltd,0.2240074906
08/10/2024,Ambrodil S,syrup,used in the treatment of cough.,Cough Syrup,3,Zaman Medicine Agency,09/26,36.15,27.99,26.03,Aristo Pharmaceuticals Pvt Ltd,0.279944675
08/10/2024,Moxclav BD syp,syrup,"an antibiotic medicine that helps treat bacterial infections of the ear, nose, throat etc.",Antibiotics,2,Zaman Medicine Agency,06/25,67.53,22.38,52.42,Sun Pharmaceutical Industries Ltd,0.2237524063
08/10/2024,Moxclav 156.25,syrup,"an antibiotic medicine that helps treat bacterial infections of the ear, nose, throat etc.",Antibiotics,1,Zaman Medicine Agency,05/25,68.88,22.42,53.44,Sun Pharmaceutical Industries Ltd,0.2241579559
08/10/2024,Metrogyl 400,tablet,used to treat and prevent bacterial and parasitic infections.,Anthelmintics,1,Zaman Medicine Agency,06/28,34.04,16.42,28.45,J B Chemicals and Pharmaceuticals Ltd,0.1642185664
08/10/2024,Volini,gel,pain relief gel.,NSAIDs / Analgesics,1,Zaman Medicine Agency,03/26,44,16.07,36.93,Sun Pharmaceutical Industries Ltd,0.1606818182
08/10/2024,Diprobate plus,cream,"treats the symptoms of dermatitis such as dry, itchy, swollen skin.",Steroids,1,Zaman Medicine Agency,12/25,83,22.40,64.41,Mepromax Life Sciences Pvt Ltd,0.2239759036
08/10/2024,Acera D,capsule,treats acidity and acid reflux.,Antacid,1,Zaman Medicine Agency,09/25,143,22.29,111.12,Ipca Laboratories Ltd,0.2229370629
08/10/2024,Zerodol SP,tablet,"used for short-term relief of pain, inflammation etc.",NSAIDs / Analgesics,1,Zaman Medicine Agency,12/26,139,22.39,107.88,Ipca Laboratories Ltd,0.2238848921
08/10/2024,Chlormist cool eye drop,drop,relieves burning and discomfort due to dryness of the eye.,Cold & Allergy Medicine,2,Zaman Medicine Agency,12/25,75,68.89,23.33,Smart Laboratories Pvt Ltd,0.6889333333
08/10/2024,Cepodem XP 100,syrup,treats respiratory tract infections.,Antibiotics,1,Zaman Medicine Agency,07/25,205,22.40,159.08,Sun Pharmaceutical Industries Ltd,0.224
08/10/2024,Cepodem XP 50,syrup,treats respiratory tract infections.,Antibiotics,1,Zaman Medicine Agency,06/25,130,22.41,100.87,Sun Pharmaceutical Industries Ltd,0.2240769231
29/01/2025,Ambrodil S,syrup,used in the treatment of cough.,Cough Syrup,3,Zaman Medicine Agency,03/27,36.15,30.15,25.25,Aristo Pharmaceuticals Pvt Ltd,0.3015214385
29/01/2025,Omee MPS,syrup,"treatment of acidity, bloating.",Antacid,2,Zaman Medicine Agency,02/26,98,67.34,32.01,Alkem Laboratories Ltd,0.6733673469
29/01/2025,Cyclopam,tablet,treats abdominal pain.,Antispasmodic,2,Zaman Medicine Agency,01/26,60.4,30.15,42.19,Indoco Remedies Ltd,0.3014900662
29/01/2025,Pan D,capsule,treats acidity and acid reflux.,Antacid,1,Zaman Medicine Agency,08/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
29/01/2025,Famocid 40,tablet,"treats acid reflux,Peptic ulcer disease,Heartburn.",Anti-ulcer Agents,6,Zaman Medicine Agency,08/27,11.5,22.35,8.93,Sun Pharmaceutical Industries Ltd,0.2234782609
29/01/2025,Famocid 20,tablet,"treats acid reflux,Peptic ulcer disease,Heartburn.",Anti-ulcer Agents,6,Zaman Medicine Agency,08/27,6.45,22.33,5.01,Sun Pharmaceutical Industries Ltd,0.223255814
29/01/2025,Shelcal XT,tablet,treats low blood calcium level.,Nutritional supplement,1,Zaman Medicine Agency,10/26,429,22.39,332.96,Torrent Pharmaceuticals Ltd,0.2238694639
29/01/2025,Cetritreat LM,tablet,relief from allergy symptoms.,Cold & Allergy Medicine,5,Zaman Medicine Agency,09/26,110,83.03,18.67,Smartway Wellness,0.8302727273
29/01/2025,Zanocin OZ,tablet,antibiotic that treats bacterial and parasitic infections.,Anthelmintics,1,Zaman Medicine Agency,08/26,185,30.16,129.2,Sun Pharmaceutical Industries Ltd,0.3016216216
29/01/2025,Lopamide,tablet,treats diarrhoea.,Gastrointestinal Agents,1,Zaman Medicine Agency,08/27,25.48,22.41,19.77,Torrent Pharmaceuticals Ltd,0.2240973312
29/01/2025,Taxim OF,tablet,antibiotic that treats bacterial infections.,Antibiotics,1,Zaman Medicine Agency,09/26,192,30.16,134.09,Alkem Laboratories Ltd,0.3016145833
29/01/2025,Pantolup DSR,capsule,treats acidity and acid reflux.,Antacid,2,Zaman Medicine Agency,02/26,125.9,84.11,20,Lupin Ltd,0.8411437649
29/01/2025,Volini spray,spray,treats muscle and joint pain.,NSAIDs / Analgesics,2,Zaman Medicine Agency,09/26,76,25.45,56.66,Sun Pharmaceutical Industries Ltd,0.2544736842
29/01/2025,Cheri,capsule,treats iron deficiency and nutritional deficiencies.,Nutritional supplement,1,Zaman Medicine Agency,10/25,195,21.60,152.88,Indchemie Health Specialities Pvt Ltd,0.216
29/01/2025,Omez DSR,capsule,treats acidity and acid reflux.,Antacid,1,Zaman Medicine Agency,11/25,224,22.94,172.62,Dr Reddy's Laboratories Ltd,0.229375
29/01/2025,Feronia XT,tablet,"manages oxygen throughout the body and maintains red blood cells, prvents anaemia.",Nutritional supplement,1,Zaman Medicine Agency,05/26,270.6,30.16,188.98,Zuventus Healthcare Ltd,0.3016260163
29/01/2025,Omez 20,capsule,treats acidity and acid reflux.,Antacid,1,Zaman Medicine Agency,07/27,64.2,23.19,49.31,Dr Reddy's Laboratories Ltd,0.2319314642
29/01/2025,Domstal baby,drop,used to treat nausea (feeling sick) and vomiting (being sick).,Antiemetics,1,Zaman Medicine Agency,06/26,96.5,22.40,74.88,Torrent Pharmaceuticals Ltd,0.2240414508
29/01/2025,P 40,tablet,treats acidity and acid reflux.,Antacid,2,Zaman Medicine Agency,06/26,125,84.00,20,Jaiwik Biotech,0.84
25/12/2024,Colimex DF,drop,"helps treat stomach pain, bloating, and abdominal cramps.",Antispasmodic,2,Aayat Medical Store,01/26,74.5,28.56,53.22,Wallace Pharmaceuticals Pvt Ltd,0.2856375839
25/12/2024,Colimex suspension,syrup,"helps treat stomach pain, bloating, and abdominal cramps.",Antispasmodic,2,Aayat Medical Store,06/27,67,28.57,47.86,Wallace Pharmaceuticals Pvt Ltd,0.2856716418
25/12/2024,Ambrodil S,syrup,treats cough.,Cough Syrup,5,Aayat Medical Store,03/27,36.15,28.58,25.82,Aristo Pharmaceuticals Pvt Ltd,0.2857538036
25/12/2024,Rantac infant syr,syrup,reduces the amount of acid in stomach.,Antacid,1,Aayat Medical Store,01/26,48.5,28.58,34.64,J B Chemicals and Pharmaceuticals Ltd,0.2857731959
25/12/2024,O2 syr,syrup,antibiotic medicine that is effective against a wide range of bacterial and parasitic infections.,Antibiotics,2,Aayat Medical Store,01/26,75.5,28.56,53.94,Medley Pharmaceuticals,0.2855629139
25/12/2024,Rantac syr,syrup,reduces the amount of acid in stomach.,Antacid,1,Aayat Medical Store,02/26,162,28.57,115.72,J B Chemicals and Pharmaceuticals Ltd,0.2856790123
25/12/2024,Rantac RD,capsule,reduces the amount of acid in stomach.,Antacid,5,Aayat Medical Store,07/26,56.98,28.57,40.7,J B Chemicals and Pharmaceuticals Ltd,0.2857142857
25/12/2024,Zn 20,drop,effective zinc supplement.,Nutritional supplement,1,Aayat Medical Store,08/26,113,28.58,80.71,Wallace Pharmaceuticals Pvt Ltd,0.2857522124
25/12/2024,Dart,tablet,"treat Headache, Migraine, Muscle aches, Arthritis, Backache, Dental pain etc.",NSAIDs / Analgesics,3,Aayat Medical Store,10/27,59.25,28.52,42.35,Juggat Pharma,0.2852320675
19/11/2024,Pan D,capsule,treats acidity and acid reflux.,Antacid,1,Aariz Medical Center,07/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
19/11/2024,Gemer DS 2,tablet,treats type 2 diabetes mellitus in adults.,Antidiabetic Medications,1,Aariz Medical Center,05/26,225,21.60,176.4,Sun Pharmaceutical Industries Ltd,0.216
19/11/2024,Terbest cream,cream,antifungal medication that treats skin infections.,Antifungals,1,Aariz Medical Center,01/26,70.5,21.60,55.27,Systopic Laboratories Pvt Ltd,0.2160283688
19/11/2024,Thyronorm,tablet,treats hypothyroidism.,Thyroid Hormone Replacement,1,Aariz Medical Center,11/25,138.43,21.61,108.52,Abbott,0.2160658817
11/10/2024,Pan D,capsule,treats acidity and acid reflux.,Antacid,2,Zaman Medicine Agency,06/26,231,22.40,179.26,Alkem Laboratories Ltd,0.223982684
11/10/2024,Cypon drop,drop,increases appetite.,Appetite Stimulant,2,Zaman Medicine Agency,05/27,67,30.16,46.79,Geno Pharmaceuticals Ltd,0.301641791
11/10/2024,Sevista 30,tablet,used as an oral contraceptive pill.,Oral Contraceptives,1,Zaman Medicine Agency,01/26,141.79,22.41,110.02,Torrent Pharmaceuticals Ltd,0.2240637563
11/10/2024,T T Vial (DANO),injection,used for vaccination against tetanus.,Antiseptics,2,Zaman Medicine Agency,09/26,26.8,2.99,26,Dano Vaccines & Biologicals Pvt Ltd,0.02985074627
11/10/2024,Primosa boost softgel,capsule,"health supplement for managing several PMS symptoms in women such as menopause, hot flashes etc.",Nutritional supplement,10,Frank Ross Pharmacy,03/26,381,18.00,312.42,Universal NutriScience,0.18
11/10/2024,Budetrol inhaler,inhaler,treats asthama and chronic POD.,Cold & Allergy Medicine,1,Frank Ross Pharmacy,11/26,394.57,18.00,323.5474,Macleods Pharmaceuticals Pvt Ltd,0.18
14/11/2024,Digipen junior,syrup,aids in digestion process in children.,Appetite Stimulant,1,Zaman Medicine Agency,01/26,153,28.88,108.82,Alkem Laboratories Ltd,0.2887581699
14/11/2024,Ivrea,shampoo,supports scalp care and protects hair.,Hair Care,2,Zaman Medicine Agency,04/26,130,20.00,104,Ajanta Pharma Ltd,0.2
14/11/2024,Podoxim 200,tablet,an antibiotic medicine used to treat bacterial infections in body.,Antibiotics,5,Zaman Medicine Agency,01/26,189,57.67,80,Dr Reddy's Laboratories Ltd,0.5767195767
14/11/2024,Delpocure 100,tablet,an antibiotic medicine used to treat bacterial infections in body.,Antibiotics,1,Zaman Medicine Agency,11/25,184.8,28.72,131.72,Delcure Life Sciences,0.2872294372
14/11/2024,Zecuf syr,syrup,treats cough.,Cough Syrup,1,Zaman Medicine Agency,11/26,148.43,35.33,95.99,J B Chemicals and Pharmaceuticals Ltd,0.3532978508
14/11/2024,Walamycin DS syp,syrup,an antibiotic medicine used to treat bacterial infections in body.,Antibiotics,1,Zaman Medicine Agency,01/26,123,22.73,95.04,Wallace Pharmaceuticals Pvt Ltd,0.2273170732
14/11/2024,Walamycin syp,syrup,an antibiotic medicine used to treat bacterial infections in body.,Antibiotics,1,Zaman Medicine Agency,01/26,62.5,22.40,48.5,Wallace Pharmaceuticals Pvt Ltd,0.224
14/11/2024,Pan MPS,syrup,"treats acidity, heartburn and stomach ulcers.",Anti-ulcer Agents,1,Zaman Medicine Agency,06/27,114,35.33,73.72,Alkem Laboratories Ltd,0.3533333333
14/11/2024,Cafragin,tablet,used to prevent and treat migraine.,Antimigraine Agents,1,Zaman Medicine Agency,05/26,50,42.78,28.61,Agrosaf Pharmaceuticals,0.4278
14/11/2024,Nexpro 40,tablet,"relieve the discomfort caused by excessive stomach acid, such as burning sensations, sour stomach, or acid regurgitation.",Antacid,3,Zaman Medicine Agency,05/26,190,22.39,147.45,Torrent Pharmaceuticals Ltd,0.2239473684
14/11/2024,Deviry 10,tablet,"contains progesterone, a female hormone that is important in the regulation of ovulation and menstruation.",Progestin,1,Zaman Medicine Agency,09/26,69.88,22.40,54.23,Torrent Pharmaceuticals Ltd,0.223955352
14/11/2024,Moxclav DS syp,syrup,"an antibiotic medicine that helps treat bacterial infections of the ear, nose, throat etc.",Antibiotics,2,Zaman Medicine Agency,05/26,159,35.33,102.82,Sun Pharmaceutical Industries Ltd,0.3533333333
14/11/2024,Moxclav BD syp,syrup,"an antibiotic medicine that helps treat bacterial infections of the ear, nose, throat etc.",Antibiotics,2,Zaman Medicine Agency,04/25,67.53,22.39,52.41,Sun Pharmaceutical Industries Ltd,0.2239004887
14/11/2024,Zocef Dry,syrup,"treats bacterial infections of the ear, nose, throat, lungs, skin etc.",Antibiotics,1,Zaman Medicine Agency,10/25,173.78,22.40,134.85,Alkem Laboratories Ltd,0.2240188744
14/11/2024,T Bact,cream,used to treat certain skin infections.,Antibiotics,1,Zaman Medicine Agency,10/25,113.62,22.40,88.17,Glaxo SmithKline Pharmaceuticals Ltd,0.2239922549
14/11/2024,Pan D,capsule,treats acidity and acid reflux.,Antacid,1,Zaman Medicine Agency,05/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
14/11/2024,Ondem syp,syrup,controls nausea and bouts of vomiting reflex in children.,Antiemetics,1,Zaman Medicine Agency,05/26,42.19,30.10,29.49,Alkem Laboratories Ltd,0.3010191989
14/11/2024,Tracet,tablet,"relieves pain in conditions like menstrual cramp, arthritis, headache, muscle aches etc.",NSAIDs / Analgesics,1,Zaman Medicine Agency,06/26,286.8,20.93,226.77,Icarus Healthcare Pvt Ltd,0.2093096234
28/03/2024,Taxim vial,injection,antibiotic medicine used to treat bacterial infections in your body.,Antibiotics,10,Zaman Medicine Agency,03/27,27.86,28.03,20.05,Alkem Laboratories Ltd,0.2803302225
28/03/2024,Cepodem,tablet,used to treat bacterial infections.,Antibiotics,1,Zaman Medicine Agency,04/27,205,30.20,143.1,Sun Pharmaceutical Industries Ltd,0.3019512195
28/03/2024,Augpen HS,syrup,antibiotic medicine.,Antibiotics,2,Zaman Medicine Agency,02/26,67.87,30.04,47.48,Zuventus Healthcare Ltd,0.3004272875
28/03/2024,Lizolid 600,tablet,antibiotic medicine used in the treatment of severe bacterial infections.,Antibiotics,1,Zaman Medicine Agency,11/26,399,27.60,288.88,Integrace Pvt Ltd,0.2759899749
28/03/2024,Gemer DS 2,tablet,treats type 2 diabetes mellitus in adults.,Antidiabetic Medications,1,Zaman Medicine Agency,09/26,225,22.40,174.59,Sun Pharmaceutical Industries Ltd,0.2240444444
28/03/2024,T Bact,cream,antibiotic medicine used to treat certain skin infections.,Antibiotics,1,Zaman Medicine Agency,02/26,113.62,22.40,88.17,Glaxo SmithKline Pharmaceuticals Ltd,0.2239922549
28/03/2024,Mupivate,cream,topical antibiotic used to treat skin infection,Antibiotics,3,Zaman Medicine Agency,12/25,113,75.13,28.1,Alkem Laboratories Ltd,0.7513274336
28/03/2024,Zocef Dry,syrup,"treats bacterial infections of the ear, nose, throat, lungs etc.",Antibiotics,1,Zaman Medicine Agency,04/26,173.78,22.40,134.85,Alkem Laboratories Ltd,0.2240188744
28/03/2024,Clavam ES dry,syrup,"treat bacterial infections like, tonsillitis, sinusitis etc.",Antibiotics,1,Zaman Medicine Agency,05/26,206,22.88,158.86,Alkem Laboratories Ltd,0.2288349515
28/03/2024,Maxtra,syrup,relieves symptoms associated with common cold in children.,Cold & Allergy Medicine,1,Zaman Medicine Agency,09/26,116,35.33,75.02,Zuventus Healthcare Ltd,0.3532758621
06/03/2024,Pan D,capsule,controls acid reflux.,Antacid,1,Zaman Medicine Agency,10/26,231,22.40,179.25,Alkem Laboratories Ltd,0.224025974
06/03/2024,Maxtra,syrup,,Cold & Allergy Medicine,2,Zaman Medicine Agency,08/26,116,80.16,23.02,Zuventus Healthcare Ltd,0.8015517241
06/03/2024,Delpoclav,syrup,,Antibiotics,2,Zaman Medicine Agency,04/26,66.6,30.17,46.51,Delcure Life Sciences,0.3016516517
06/03/2024,Taxim O forte,syrup,,Antibiotics,1,Zaman Medicine Agency,04/26,80.24,59.78,32.27,Alkem Laboratories Ltd,0.5978315055
06/03/2024,Nasoclear,drop,,Cold & Allergy Medicine,2,Zaman Medicine Agency,10/27,64.34,28.60,45.94,Zydus Cadila,0.2859807274
06/03/2024,Cepodem,syrup,,Antibiotics,1,Zaman Medicine Agency,11/25,199,30.13,139.04,Sun Pharmaceutical Industries Ltd,0.3013065327
06/03/2024,Cetritreat LM,syrup,,Cold & Allergy Medicine,5,Zaman Medicine Agency,10/26,90,70.97,26.13,Smartway Wellness,0.7096666667
06/03/2024,Hemfer 225,syrup,,Nutritional supplement,1,Zaman Medicine Agency,01/26,195,37.91,121.07,Alkem Laboratories Ltd,0.3791282051
06/03/2024,Alday kid,syrup,,Cold & Allergy Medicine,1,Zaman Medicine Agency,08/26,93.55,35.14,60.68,S H Pharmaceuticals Ltd,0.3513629075
06/03/2024,Taxim O dry,syrup,,Antibiotics,1,Zaman Medicine Agency,09/26,54.62,22.28,42.45,Alkem Laboratories Ltd,0.2228121567
